"subj","period","start.age","stop.age","death","strength.3","strength.6","rank","af.groupmates","cons.p3","cons.p6","a.st.co3","a.st.co6"
"jig","p5",6074,6438,0,3.35107240517086,2.17431513067061,1,10,0.333333333333333,0.666666666666667,"1","1"
"jig","p6",6439,6804,0,2.80862173701768,1.91011252597653,1,13,0.333333333333333,0.666666666666667,"1","1"
"jig","p7",6805,6926,1,2.43898368110377,1.58549637115217,1,13,0.666666666666667,0.666666666666667,"2","1"
"jua2","p7",2788,3062,1,8.45504383901656,5.89422539385888,0.25,13,0,0.333333333333333,"3","3"
"kami","p3",3088,3452,0,8.67148230861602,7.21034609401625,0.5,17,0,0.5,"3","3"
"kami","p4",3461,3817,0,14.789844053069,8.90017819599788,0.5625,17,0.666666666666667,0.5,"4","3"
"kami","p5",3818,4182,0,7.47316431692145,6.02252139881116,0.4375,17,0.333333333333333,0.5,"3","3"
"kami","p6",4183,4548,0,7.5827015988817,6.16120403706153,0.611111111111111,19,0.333333333333333,0.666666666666667,"3","3"
"kami","p7",4549,4913,0,4.92406333640328,4.21594318225014,0.631578947368421,20,0,0.5,"1","1"
"kami","p8",4914,5278,0,6.77009979407066,5.13616775713844,0.619047619047619,22,0.333333333333333,0.5,"1","3"
"kati","p8",3516,3880,0,6.79212725988509,5.06327140681151,0.571428571428571,22,0.333333333333333,0.5,"1","1"
"kayl","p5",2774,3138,0,12.6822666386726,11.0455789977175,0.6,6,0.333333333333333,0.8,"3","4"
"kayl","p6",3139,3504,0,12.5797200764747,9.48422290557473,0.5,7,0.666666666666667,0.833333333333333,"4","4"
"kayl","p7",3505,3869,0,9.69294372519591,7.02953405144666,0.375,9,0.666666666666667,0.666666666666667,"4","3"
"kayl","p8",3870,4234,0,9.66081630315498,7.62126616373744,0.333333333333333,10,0.666666666666667,0.833333333333333,"4","4"
"kipp","p2",3501,3866,0,6.2547046640109,4.08991417576215,0.333333333333333,7,0.333333333333333,1,"1","2"
"kipp","p3",3867,4231,0,2.69673180004755,1.89766995769324,0.2,6,1,1,"2","2"
"kipp","p4",4240,4596,0,22.0812240424726,12.526645040177,0.333333333333333,7,0.333333333333333,0.666666666666667,"3","3"
"kipp","p5",4597,4961,0,4.90115103517802,3.32452794353083,0.4,6,1,0.8,"2","2"
"kipp","p6",4962,5327,0,8.25890232884241,4.83012448359383,0.333333333333333,7,0.333333333333333,0.833333333333333,"3","2"
"kipp","p7",5328,5692,0,3.21973526517904,2.57797242271327,0.25,9,0.666666666666667,0.666666666666667,"2","1"
"kipp","p8",5693,6057,0,5.59179158794206,4.82638361969963,0.444444444444444,10,0.666666666666667,0.833333333333333,"2","2"
"kitt","p2",8631,8996,0,7.05191674508917,4.86099668038841,0.0833333333333333,7,0.666666666666667,1,"2","2"
"kitt","p3",8997,9361,0,3.57053732577,2.39921401844813,0,6,0.333333333333333,1,"1","2"
"kitt","p4",9370,9579,1,5.09578678484822,3.0368504810709,0.166666666666667,7,0.333333333333333,0.666666666666667,"1","1"
"kk","p2",4279,4644,0,3.51508559441324,2.81465414490119,0,17,0.333333333333333,0.5,"1","1"
"kk","p3",4645,5009,0,7.02316504546494,4.85497537575989,0,17,0.333333333333333,0.833333333333333,"1","2"
"kk","p4",5018,5374,0,5.50048297202136,4.41426592831354,0,17,0,0.5,"1","1"
"kk","p5",5375,5739,0,4.97737782879386,3.66645921441149,0.0625,17,0,0.666666666666667,"1","1"
"kk","p6",5740,6105,0,4.88341766948745,4.2939323591156,0,19,0.333333333333333,0.833333333333333,"1","2"
"kk","p7",6106,6470,0,4.36083345539452,3.39811667885825,0,20,0.333333333333333,0.5,"1","1"
"kk","p8",6471,6835,0,4.46281848147832,3.60254506412021,0,22,0.333333333333333,0.5,"1","1"
"kolv","p8",4199,4563,0,4.79678241126143,3.64695681780318,0.523809523809524,22,0.333333333333333,0.5,"1","1"
"lala","p7",2844,3208,0,6.4793247266194,4.70817845792434,0.0833333333333333,13,0,0.5,"1","1"
"lala","p8",3209,3573,0,6.0780352178589,4.67457348522663,0.2,11,0.333333333333333,0.833333333333333,"1","2"
"lily","p2",7170,7523,1,8.66071451845548,5.29844860477969,0.533333333333333,16,0.333333333333333,0.666666666666667,"3","3"
"lobs","p6",3517,3882,0,15.4473249448007,8.38966821809563,0.5,9,0.666666666666667,0.666666666666667,"4","3"
"lobs","p7",3883,4247,0,10.370097026666,6.41461280559049,0.545454545454545,12,1,0.666666666666667,"4","3"
"lobs","p8",4248,4612,0,8.55424403130251,5.24707844060165,0.583333333333333,13,0.666666666666667,0.666666666666667,"4","3"
"lond","p2",2878,3243,0,11.5361474119721,7.31176952437362,0.2,16,0.333333333333333,0.833333333333333,"3","4"
"lond","p3",3244,3608,0,1.55610815835298,0.909826998508047,0,9,0,0,"1","1"
"lond","p4",3617,3973,0,12.1041992784866,9.79792736596228,0.125,5,0,0.25,"3","3"
"lond","p5",3974,4338,0,8.3855731310421,4.69080078482734,0.444444444444444,8,0.333333333333333,0.5,"3","1"
"lond","p6",4339,4704,0,17.7851723108315,11.9819985429585,0.625,9,0.666666666666667,0.666666666666667,"4","3"
"lond","p7",4705,5069,0,8.98491210616868,6.14048082583912,0.636363636363636,12,0.333333333333333,0.833333333333333,"3","4"
"lond","p8",5070,5434,0,9.57292300581742,5.97863296982911,0.666666666666667,13,1,1,"4","4"
"lucy","p2",3639,3767,1,9.39447376297136,6.22251843522725,0.266666666666667,16,0.333333333333333,0.833333333333333,"3","4"
"merl","p5",2799,3163,0,5.95647111205034,3.71366273486055,0.866666666666667,16,0.333333333333333,0.166666666666667,"1","1"
"merl","p6",3164,3529,0,5.66444405096963,4.24209248669386,0.923076923076923,14,1,1,"2","2"
"merl","p7",3530,3894,0,4.40204815548669,3.00728569860947,0.833333333333333,13,0.666666666666667,0.5,"2","1"
